time_us,CLK,MOSI,DC,CS
259415.0,1,0,0,1
259416.0,1,0,0,1
259417.0,1,0,0,1
259418.0,1,0,0,1
259419.0,1,0,0,1
259420.0,1,0,0,1
259421.0,1,0,0,1
259422.0,1,0,0,1
259423.0,1,0,0,1
259424.0,1,0,0,1
259425.0,1,0,0,1
259426.0,1,0,0,1
259427.0,1,0,0,1
259428.0,1,0,0,1
259429.0,1,0,0,1
259430.0,1,0,0,1
259431.0,1,0,0,1
259432.0,1,0,0,1
259433.0,1,0,0,1
259434.0,1,0,0,1
259435.0,1,0,0,1
259436.0,1,0,0,1
259437.0,1,0,0,1
259438.0,1,0,0,1
259439.0,1,0,0,1
259440.0,1,0,0,1
259441.0,1,0,0,1
259442.0,1,0,0,1
259443.0,1,0,0,1
259444.0,1,0,0,1
259445.0,1,0,0,1
259446.0,1,0,0,1
259447.0,1,0,0,1
259448.0,1,0,0,1
259449.0,1,0,0,1
259450.0,1,0,0,1
259451.0,1,0,0,1
259452.0,1,0,0,1
259453.0,1,0,0,1
259454.0,1,0,0,1
259455.0,1,0,0,1
259456.0,1,0,0,1
259457.0,1,0,0,1
259458.0,1,0,0,1
259459.0,1,0,0,1
259460.0,1,0,0,1
259461.0,1,0,0,1
259462.0,1,0,0,1
259463.0,1,0,0,1
259464.0,1,0,0,1
259465.0,1,0,0,1
259466.0,1,0,0,1
259467.0,1,0,0,1
259468.0,1,0,0,1
259469.0,1,0,0,1
259470.0,1,0,0,1
259471.0,1,0,0,1
259472.0,1,0,0,1
259473.0,1,0,0,1
259474.0,1,0,0,1
259475.0,1,0,0,1
259476.0,1,0,0,1
259477.0,1,0,0,1
259478.0,1,0,0,1
259479.0,1,0,0,1
259480.0,1,0,0,1
259481.0,1,0,0,1
259482.0,1,0,0,1
259483.0,1,0,0,1
259484.0,1,0,0,1
259485.0,1,0,0,1
259486.0,1,0,0,1
259487.0,1,0,0,1
259488.0,1,0,0,1
259489.0,1,0,0,1
259490.0,1,0,0,1
259491.0,1,0,0,1
259492.0,1,0,0,1
259493.0,1,0,0,1
259494.0,1,0,0,1
259495.0,1,0,0,1
259496.0,1,0,0,1
259497.0,1,0,0,1
259498.0,1,0,0,1
259499.0,1,0,0,1
259500.0,1,0,0,1
259501.0,1,0,0,1
259502.0,1,0,0,1
259503.0,1,0,0,1
259504.0,1,0,0,1
259505.0,1,0,0,1
259506.0,1,0,0,1
259507.0,1,0,0,1
259508.0,1,0,0,1
259509.0,1,0,0,1
259510.0,1,0,0,1
259511.0,1,0,0,1
259512.0,1,0,0,1
259513.0,1,0,0,1
259514.0,1,0,0,1
259515.0,1,0,0,1
259516.0,1,0,0,1
259517.0,1,0,0,1
259518.0,1,0,0,1
259519.0,1,0,0,1
259520.0,1,0,0,1
259521.0,1,0,0,1
259522.0,1,0,0,1
259523.0,1,0,0,1
259524.0,1,0,0,1
259525.0,1,0,0,1
259526.0,1,0,0,1
259527.0,1,0,0,1
259528.0,1,0,0,1
259529.0,1,0,0,1
259530.0,1,0,0,1
259531.0,1,0,0,1
259532.0,1,0,0,1
259533.0,1,0,0,1
259534.0,1,0,0,1
259535.0,1,0,0,1
259536.0,1,0,0,1
259537.0,1,0,0,1
259538.0,1,0,0,1
259539.0,1,0,0,1
259540.0,1,0,0,1
259541.0,1,0,0,1
259542.0,1,0,0,1
259543.0,1,0,0,1
259544.0,1,0,0,1
259545.0,1,0,0,1
259546.0,1,0,0,1
259547.0,1,0,0,1
259548.0,1,0,0,1
259549.0,1,0,0,1
259550.0,1,0,0,1
259551.0,1,0,0,1
259552.0,1,0,0,1
259553.0,1,0,0,1
259554.0,1,0,0,1
259555.0,1,0,0,1
259556.0,1,0,0,1
259557.0,1,0,0,1
259558.0,1,0,0,1
259559.0,1,0,0,1
259560.0,1,0,0,1
259561.0,1,0,0,1
259562.0,1,0,0,1
259563.0,1,0,0,1
259564.0,1,0,0,1
259565.0,1,0,0,1
259566.0,1,0,0,1
259567.0,1,0,0,1
259568.0,1,0,0,1
259569.0,1,0,0,1
259570.0,1,0,0,1
259571.0,1,0,0,1
259572.0,1,0,0,1
259573.0,1,0,0,1
259574.0,1,0,0,1
259575.0,1,0,0,1
259576.0,1,0,0,1
259577.0,1,0,0,1
259578.0,1,0,0,1
259579.0,1,0,0,1
259580.0,1,0,0,1
259581.0,1,0,0,1
259582.0,1,0,0,1
259583.0,1,0,0,1
259584.0,1,0,0,1
259585.0,1,0,0,1
259586.0,1,0,0,1
259587.0,1,0,0,1
259588.0,1,0,0,1
259589.0,1,0,0,1
259590.0,1,0,0,1
259591.0,1,0,0,1
259592.0,1,0,0,1
259593.0,1,0,0,1
259594.0,1,0,0,1
259595.0,1,0,0,1
259596.0,1,0,0,1
259597.0,1,0,0,1
259598.0,1,0,0,1
259599.0,1,0,0,1
259600.0,1,0,0,1
259601.0,1,0,0,1
259602.0,1,0,0,1
259603.0,1,0,0,1
259604.0,1,0,0,1
259605.0,1,0,0,1
259606.0,1,0,0,1
259607.0,1,0,0,1
259608.0,1,0,0,1
259609.0,1,0,0,1
259610.0,1,0,0,1
259611.0,1,0,0,1
259612.0,1,0,0,1
259613.0,1,0,0,1
259614.0,1,0,0,1
259615.0,1,0,0,1
259616.0,1,0,0,1
259617.0,1,0,0,1
259618.0,1,0,0,1
259619.0,1,0,0,1
259620.0,1,0,0,1
259621.0,1,0,0,1
259622.0,1,0,0,1
259623.0,1,0,0,1
259624.0,1,0,0,1
259625.0,1,0,0,1
259626.0,1,0,0,1
259627.0,1,0,0,1
259628.0,1,0,0,1
259629.0,1,0,0,1
259630.0,1,0,0,1
259631.0,1,0,0,1
259632.0,1,0,0,1
259633.0,1,0,0,1
259634.0,1,0,0,1
259635.0,1,0,0,1
259636.0,1,0,0,1
259637.0,1,0,0,1
259638.0,1,0,0,1
259639.0,1,0,0,1
259640.0,1,0,0,1
259641.0,1,0,0,1
259642.0,1,0,0,1
259643.0,1,0,0,1
259644.0,1,0,0,1
259645.0,1,0,0,1
259646.0,1,0,0,1
259647.0,1,0,0,1
259648.0,1,0,0,1
259649.0,1,0,0,1
259650.0,1,0,0,1
259651.0,1,0,0,1
259652.0,1,0,0,1
259653.0,1,0,0,1
259654.0,1,0,0,1
259655.0,1,0,0,1
259656.0,1,0,0,1
259657.0,1,0,0,1
259658.0,1,0,0,1
259659.0,1,0,0,1
259660.0,1,0,0,1
259661.0,1,0,0,1
259662.0,1,0,0,1
259663.0,1,0,0,1
259664.0,1,0,0,1
259665.0,1,0,0,1
259666.0,1,0,0,1
259667.0,1,0,0,1
259668.0,1,0,0,1
259669.0,1,0,0,1
259670.0,1,0,0,1
259671.0,1,0,0,1
259672.0,1,0,0,1
259673.0,1,0,0,1
259674.0,1,0,0,1
259675.0,1,0,0,1
259676.0,1,0,0,1
259677.0,1,0,0,1
259678.0,1,0,0,1
259679.0,1,0,0,1
259680.0,1,0,0,1
259681.0,1,0,0,1
259682.0,1,0,0,1
259683.0,1,0,0,1
259684.0,1,0,0,1
259685.0,1,0,0,1
259686.0,1,0,0,1
259687.0,1,0,0,1
259688.0,1,0,0,1
259689.0,1,0,0,1
259690.0,1,0,0,1
259691.0,1,0,0,1
259692.0,1,0,0,1
259693.0,1,0,0,1
259694.0,1,0,0,1
259695.0,1,0,0,1
259696.0,1,0,0,1
259697.0,1,0,0,1
259698.0,1,0,0,1
259699.0,1,0,0,1
259700.0,1,0,0,1
259701.0,1,0,0,1
259702.0,1,0,0,1
259703.0,1,0,0,1
259704.0,1,0,0,1
259705.0,1,0,0,1
259706.0,1,0,0,1
259707.0,1,0,0,1
259708.0,1,0,0,1
259709.0,1,0,0,1
259710.0,1,0,0,1
259711.0,1,0,0,1
259712.0,1,0,0,1
259713.0,1,0,0,1
259714.0,1,0,0,1
259715.0,1,0,0,1
259716.0,1,0,0,1
259717.0,1,0,0,1
259718.0,1,0,0,1
259719.0,1,0,0,1
259720.0,1,0,0,1
259721.0,1,0,0,1
259722.0,1,0,0,1
259723.0,1,0,0,1
259724.0,1,0,0,1
259725.0,1,0,0,1
259726.0,1,0,0,1
259727.0,1,0,0,1
259728.0,1,0,0,1
259729.0,1,0,0,1
259730.0,1,0,0,1
259731.0,1,0,0,1
259732.0,1,0,0,1
259733.0,1,0,0,1
259734.0,1,0,0,1
259735.0,1,0,0,1
259736.0,1,0,0,1
259737.0,1,0,0,1
259738.0,1,0,0,1
259739.0,1,0,0,1
259740.0,1,0,0,1
259741.0,1,0,0,1
259742.0,1,0,0,1
259743.0,1,0,0,1
259744.0,1,0,0,1
259745.0,1,0,0,1
259746.0,1,0,0,1
259747.0,1,0,0,1
259748.0,1,0,0,1
259749.0,1,0,0,1
259750.0,1,0,0,1
259751.0,1,0,0,1
259752.0,1,0,0,1
259753.0,1,0,0,1
259754.0,1,0,0,1
259755.0,1,0,0,1
259756.0,1,0,0,1
259757.0,1,0,0,1
259758.0,1,0,0,1
259759.0,1,0,0,1
259760.0,1,0,0,1
259761.0,1,0,0,1
259762.0,1,0,0,1
259763.0,1,0,0,1
259764.0,1,0,0,1
259765.0,1,0,0,1
259766.0,1,0,0,1
259767.0,1,0,0,1
259768.0,1,0,0,1
259769.0,1,0,0,1
259770.0,1,0,0,1
259771.0,1,0,0,1
259772.0,1,0,0,1
259773.0,1,0,0,1
259774.0,1,0,0,1
259775.0,1,0,0,1
259776.0,1,0,0,1
259777.0,1,0,0,1
259778.0,1,0,0,1
259779.0,1,0,0,1
259780.0,1,0,0,1
259781.0,1,0,0,1
259782.0,1,0,0,1
259783.0,1,0,0,1
259784.0,1,0,0,1
259785.0,1,0,0,1
259786.0,1,0,0,1
259787.0,1,0,0,1
259788.0,1,0,0,1
259789.0,1,0,0,1
259790.0,1,0,0,1
259791.0,1,0,0,1
259792.0,1,0,0,1
259793.0,1,0,0,1
259794.0,1,0,0,1
259795.0,1,0,0,1
259796.0,1,0,0,1
259797.0,1,0,0,1
259798.0,1,0,0,1
259799.0,1,0,0,1
259800.0,1,0,0,1
259801.0,1,0,0,1
259802.0,1,0,0,1
259803.0,1,0,0,1
259804.0,1,0,0,1
259805.0,1,0,0,1
259806.0,1,0,0,1
259807.0,1,0,0,1
259808.0,1,0,0,1
259809.0,1,0,0,1
259810.0,1,0,0,1
259811.0,1,0,0,1
259812.0,1,0,0,1
259813.0,1,0,0,1
259814.0,1,0,0,1
259815.0,1,0,0,1
259816.0,1,0,0,1
259817.0,1,0,0,1
259818.0,1,0,0,1
259819.0,1,0,0,1
259820.0,1,0,0,1
259821.0,1,0,0,1
259822.0,1,0,0,1
259823.0,1,0,0,1
259824.0,1,0,0,1
259825.0,1,0,0,1
259826.0,1,0,0,1
259827.0,1,0,0,1
259828.0,1,0,0,1
259829.0,1,0,0,1
259830.0,1,0,0,1
259831.0,1,0,0,1
259832.0,1,0,0,1
259833.0,1,0,0,1
259834.0,1,0,0,1
259835.0,1,0,0,1
259836.0,1,0,0,1
259837.0,1,0,0,1
259838.0,1,0,0,1
259839.0,1,0,0,1
259840.0,1,0,0,1
259841.0,1,0,0,1
259842.0,1,0,0,1
259843.0,1,0,0,1
259844.0,1,0,0,1
259845.0,1,0,0,1
259846.0,1,0,0,1
259847.0,1,0,0,1
259848.0,1,0,0,1
259849.0,1,0,0,1
259850.0,1,0,0,1
259851.0,1,0,0,1
259852.0,1,0,0,1
259853.0,1,0,0,1
259854.0,1,0,0,1
259855.0,1,0,0,1
259856.0,1,0,0,1
259857.0,1,0,0,1
259858.0,1,0,0,1
259859.0,1,0,0,1
259860.0,1,0,0,1
259861.0,1,0,0,1
259862.0,1,0,0,1
259863.0,1,0,0,1
259864.0,1,0,0,1
259865.0,1,0,0,1
259866.0,1,0,0,1
259867.0,1,0,0,1
259868.0,1,0,0,1
259869.0,1,0,0,1
259870.0,1,0,0,1
259871.0,1,0,0,1
259872.0,1,0,0,1
259873.0,1,0,0,1
259874.0,1,0,0,1
259875.0,1,0,0,1
259876.0,1,0,0,1
259877.0,1,0,0,1
259878.0,1,0,0,1
259879.0,1,0,0,1
259880.0,1,0,0,1
259881.0,1,0,0,1
259882.0,1,0,0,1
259883.0,1,0,0,1
259884.0,1,0,0,1
259885.0,1,0,0,1
259886.0,1,0,0,1
259887.0,1,0,0,1
259888.0,1,0,0,1
259889.0,1,0,0,1
259890.0,1,0,0,1
259891.0,1,0,0,1
259892.0,1,0,0,1
259893.0,1,0,0,1
259894.0,1,0,0,1
259895.0,1,0,0,1
259896.0,1,0,0,1
259897.0,1,0,0,1
259898.0,1,0,0,1
259899.0,1,0,0,1
259900.0,1,0,0,1
259901.0,1,0,0,1
259902.0,1,0,0,1
259903.0,1,0,0,1
259904.0,1,0,0,1
259905.0,1,0,0,1
259906.0,1,0,0,1
259907.0,1,0,0,1
259908.0,1,0,0,1
259909.0,1,0,0,1
259910.0,1,0,0,1
259911.0,1,0,0,1
259912.0,1,0,0,1
259913.0,1,0,0,1
259914.0,1,0,0,1
259915.0,1,0,0,1
259916.0,1,0,0,1
259917.0,1,0,0,1
259918.0,1,0,0,1
259919.0,1,0,0,1
259920.0,1,0,0,1
259921.0,1,0,0,1
259922.0,1,0,0,1
259923.0,1,0,0,1
259924.0,1,0,0,1
259925.0,1,0,0,1
259926.0,1,0,0,1
259927.0,1,0,0,1
259928.0,1,0,0,1
259929.0,1,0,0,1
259930.0,1,0,0,1
259931.0,1,0,0,1
259932.0,1,0,0,1
259933.0,1,0,0,1
259934.0,1,0,0,1
259935.0,1,0,0,1
259936.0,1,0,0,1
259937.0,1,0,0,1
259938.0,1,0,0,1
259939.0,1,0,0,1
259940.0,1,0,0,1
259941.0,1,0,0,1
259942.0,1,0,0,1
259943.0,1,0,0,1
259944.0,1,0,0,1
259945.0,1,0,0,1
259946.0,1,0,0,1
259947.0,1,0,0,1
259948.0,1,0,0,1
259949.0,1,0,0,1
259950.0,1,0,0,1
259951.0,1,0,0,1
259952.0,1,0,0,1
259953.0,1,0,0,1
259954.0,1,0,0,1
259955.0,1,0,0,1
259956.0,1,0,0,1
259957.0,1,0,0,1
259958.0,1,0,0,1
259959.0,1,0,0,1
259960.0,1,0,0,1
259961.0,1,0,0,1
259962.0,1,0,0,1
259963.0,1,0,0,1
259964.0,1,0,0,1
259965.0,1,0,0,1
259966.0,1,0,0,1
259967.0,1,0,0,1
259968.0,1,0,0,1
259969.0,1,0,0,1
259970.0,1,0,0,1
259971.0,1,0,0,1
259972.0,1,0,0,1
259973.0,1,0,0,1
259974.0,1,0,0,1
259975.0,1,0,0,1
259976.0,1,0,0,1
259977.0,1,0,0,1
259978.0,1,0,0,1
259979.0,1,0,0,1
259980.0,1,0,0,1
259981.0,1,0,0,1
259982.0,1,0,0,1
259983.0,1,0,0,1
259984.0,1,0,0,1
259985.0,1,0,0,1
259986.0,1,0,0,1
259987.0,1,0,0,1
259988.0,1,0,0,1
259989.0,1,0,0,1
259990.0,1,0,0,1
259991.0,1,0,0,1
259992.0,1,0,0,1
259993.0,1,0,0,1
259994.0,1,0,0,1
259995.0,1,0,0,1
259996.0,1,0,0,1
259997.0,1,0,0,1
259998.0,1,0,0,1
259999.0,1,0,0,1
260000.0,1,0,0,1
260001.0,1,0,0,1
260002.0,1,0,0,1
260003.0,1,0,0,1
260004.0,1,0,0,1
260005.0,1,0,0,1
260006.0,1,0,0,1
260007.0,1,0,0,1
260008.0,1,0,0,1
260009.0,1,0,0,1
260010.0,1,0,0,1
260011.0,1,0,0,1
260012.0,1,0,0,1
260013.0,1,0,0,1
260014.0,1,0,0,1
260015.0,1,0,0,1
260016.0,1,0,0,1
260017.0,1,0,0,1
260018.0,1,0,0,1
260019.0,1,0,0,1
260020.0,1,0,0,1
260021.0,1,0,0,1
260022.0,1,0,0,1
260023.0,1,0,0,1
260024.0,1,0,0,1
260025.0,1,0,0,1
260026.0,1,0,0,1
260027.0,1,0,0,1
260028.0,1,0,0,1
260029.0,1,0,0,1
260030.0,1,0,0,1
260031.0,1,0,0,1
260032.0,1,0,0,1
260033.0,1,0,0,1
260034.0,1,0,0,1
260035.0,1,0,0,1
260036.0,1,0,0,1
260037.0,1,0,0,1
260038.0,1,0,0,1
260039.0,1,0,0,1
260040.0,1,0,0,1
260041.0,1,0,0,1
260042.0,1,0,0,1
260043.0,1,0,0,1
260044.0,1,0,0,1
260045.0,1,0,0,1
260046.0,1,0,0,1
260047.0,1,0,0,1
260048.0,1,0,0,1
260049.0,1,0,0,1
260050.0,1,0,0,1
260051.0,1,0,0,1
260052.0,1,0,0,1
260053.0,1,0,0,1
260054.0,1,0,0,1
260055.0,1,0,0,1
260056.0,1,0,0,1
260057.0,1,0,0,1
260058.0,1,0,0,1
260059.0,1,0,0,1
260060.0,1,0,0,1
260061.0,1,0,0,1
260062.0,1,0,0,1
260063.0,1,0,0,1
260064.0,1,0,0,1
260065.0,1,0,0,1
260066.0,1,0,0,1
260067.0,1,0,0,1
260068.0,1,0,0,1
260069.0,1,0,0,1
260070.0,1,0,0,1
260071.0,1,0,0,1
260072.0,1,0,0,1
260073.0,1,0,0,1
260074.0,1,0,0,1
260075.0,1,0,0,1
260076.0,1,0,0,1
260077.0,1,0,0,1
260078.0,1,0,0,1
260079.0,1,0,0,1
260080.0,1,0,0,1
260081.0,1,0,0,1
260082.0,1,0,0,1
260083.0,1,0,0,1
260084.0,1,0,0,1
260085.0,1,0,0,1
260086.0,1,0,0,1
260087.0,1,0,0,1
260088.0,1,0,0,1
260089.0,1,0,0,1
260090.0,1,0,0,1
260091.0,1,0,0,1
260092.0,1,0,0,1
260093.0,1,0,0,1
260094.0,1,0,0,1
260095.0,1,0,0,1
260096.0,1,0,0,1
260097.0,1,0,0,1
260098.0,1,0,0,1
260099.0,1,0,0,1
260100.0,1,0,0,1
260101.0,1,0,0,1
260102.0,1,0,0,1
260103.0,1,0,0,1
260104.0,1,0,0,1
260105.0,1,0,0,1
260106.0,1,0,0,1
260107.0,1,0,0,1
260108.0,1,0,0,1
260109.0,1,0,0,1
260110.0,1,0,0,1
260111.0,1,0,0,1
260112.0,1,0,0,1
260113.0,1,0,0,1
260114.0,1,0,0,1
260115.0,1,0,0,1
260116.0,1,0,0,1
260117.0,1,0,0,1
260118.0,1,0,0,1
260119.0,1,0,0,1
260120.0,1,0,0,1
260121.0,1,0,0,1
260122.0,1,0,0,1
260123.0,1,0,0,1
260124.0,1,0,0,1
260125.0,1,0,0,1
260126.0,1,0,0,1
260127.0,1,0,0,1
260128.0,1,0,0,1
260129.0,1,0,0,1
260130.0,1,0,0,1
260131.0,1,0,0,1
260132.0,1,0,0,1
260133.0,1,0,0,1
260134.0,1,0,0,1
260135.0,1,0,0,1
260136.0,1,0,0,1
260137.0,1,0,0,1
260138.0,1,0,0,1
260139.0,1,0,0,1
260140.0,1,0,0,1
260141.0,1,0,0,1
260142.0,1,0,0,1
260143.0,1,0,0,1
260144.0,1,0,0,1
260145.0,1,0,0,1
260146.0,1,0,0,1
260147.0,1,0,0,1
260148.0,1,0,0,1
260149.0,1,0,0,1
260150.0,1,0,0,1
260151.0,1,0,0,1
260152.0,1,0,0,1
260153.0,1,0,0,1
260154.0,1,0,0,1
260155.0,1,0,0,1
260156.0,1,0,0,1
260157.0,1,0,0,1
260158.0,1,0,0,1
260159.0,1,0,0,1
260160.0,1,0,0,1
260161.0,1,0,0,1
260162.0,1,0,0,1
260163.0,1,0,0,1
260164.0,1,0,0,1
260165.0,1,0,0,1
260166.0,1,0,0,1
260167.0,1,0,0,1
260168.0,1,0,0,1
260169.0,1,0,0,1
260170.0,1,0,0,1
260171.0,1,0,0,1
260172.0,1,0,0,1
260173.0,1,0,0,1
260174.0,1,0,0,1
260175.0,1,0,0,1
260176.0,1,0,0,1
260177.0,1,0,0,1
260178.0,1,0,0,1
260179.0,1,0,0,1
260180.0,1,0,0,1
260181.0,1,0,0,1
260182.0,1,0,0,1
260183.0,1,0,0,1
260184.0,1,0,0,1
260185.0,1,0,0,1
260186.0,1,0,0,1
260187.0,1,0,0,1
260188.0,1,0,0,1
260189.0,1,0,0,1
260190.0,1,0,0,1
260191.0,1,0,0,1
260192.0,1,0,0,1
260193.0,1,0,0,1
260194.0,1,0,0,1
260195.0,1,0,0,1
260196.0,1,0,0,1
260197.0,1,0,0,1
260198.0,1,0,0,1
260199.0,1,0,0,1
260200.0,1,0,0,1
260201.0,1,0,0,1
260202.0,1,0,0,1
260203.0,1,0,0,1
260204.0,1,0,0,1
260205.0,1,0,0,1
260206.0,1,0,0,1
260207.0,1,0,0,1
260208.0,1,0,0,1
260209.0,1,0,0,1
260210.0,1,0,0,1
260211.0,1,0,0,1
260212.0,1,0,0,1
260213.0,1,0,0,1
260214.0,1,0,0,1
260215.0,1,0,0,1
260216.0,1,0,0,1
260217.0,1,0,0,1
260218.0,1,0,0,1
260219.0,1,0,0,1
260220.0,1,0,0,1
260221.0,1,0,0,1
260222.0,1,0,0,1
260223.0,1,0,0,1
260224.0,1,0,0,1
260225.0,1,0,0,1
260226.0,1,0,0,1
260227.0,1,0,0,1
260228.0,1,0,0,1
260229.0,1,0,0,1
260230.0,1,0,0,1
260231.0,1,0,0,1
260232.0,1,0,0,1
260233.0,1,0,0,1
260234.0,1,0,0,1
260235.0,1,0,0,1
260236.0,1,0,0,1
260237.0,1,0,0,1
260238.0,1,0,0,1
260239.0,1,0,0,1
260240.0,1,0,0,1
260241.0,1,0,0,1
260242.0,1,0,0,1
260243.0,1,0,0,1
260244.0,1,0,0,1
260245.0,1,0,0,1
260246.0,1,0,0,1
260247.0,1,0,0,1
260248.0,1,0,0,1
260249.0,1,0,0,1
260250.0,1,0,0,1
260251.0,1,0,0,1
260252.0,1,0,0,1
260253.0,1,0,0,1
260254.0,1,0,0,1
260255.0,1,0,0,1
260256.0,1,0,0,1
260257.0,1,0,0,1
260258.0,1,0,0,1
260259.0,1,0,0,1
260260.0,1,0,0,1
260261.0,1,0,0,1
260262.0,1,0,0,1
260263.0,1,0,0,1
260264.0,1,0,0,1
260265.0,1,0,0,1
260266.0,1,0,0,1
260267.0,1,0,0,1
260268.0,1,0,0,1
260269.0,1,0,0,1
260270.0,1,0,0,1
260271.0,1,0,0,1
260272.0,1,0,0,1
260273.0,1,0,0,1
260274.0,1,0,0,1
260275.0,1,0,0,1
260276.0,1,0,0,1
260277.0,1,0,0,1
260278.0,1,0,0,1
260279.0,1,0,0,1
260280.0,1,0,0,1
260281.0,1,0,0,1
260282.0,1,0,0,1
260283.0,1,0,0,1
260284.0,1,0,0,1
260285.0,1,0,0,1
260286.0,1,0,0,1
260287.0,1,0,0,1
260288.0,1,0,0,1
260289.0,1,0,0,1
260290.0,1,0,0,1
260291.0,1,0,0,1
260292.0,1,0,0,1
260293.0,1,0,0,1
260294.0,1,0,0,1
260295.0,1,0,0,1
260296.0,1,0,0,1
260297.0,1,0,0,1
260298.0,1,0,0,1
260299.0,1,0,0,1
260300.0,1,0,0,1
260301.0,1,0,0,1
260302.0,1,0,0,1
260303.0,1,0,0,1
260304.0,1,0,0,1
260305.0,1,0,0,1
260306.0,1,0,0,1
260307.0,1,0,0,1
260308.0,1,0,0,1
260309.0,1,0,0,1
260310.0,1,0,0,1
260311.0,1,0,0,1
260312.0,1,0,0,1
260313.0,1,0,0,1
260314.0,1,0,0,1
260315.0,1,0,0,1
260316.0,1,0,0,1
260317.0,1,0,0,1
260318.0,1,0,0,1
260319.0,1,0,0,1
260320.0,1,0,0,1
260321.0,1,0,0,1
260322.0,1,0,0,1
260323.0,1,0,0,1
260324.0,1,0,0,1
260325.0,1,0,0,1
260326.0,1,0,0,1
260327.0,1,0,0,1
260328.0,1,0,0,1
260329.0,1,0,0,1
260330.0,1,0,0,1
260331.0,1,0,0,1
260332.0,1,0,0,1
260333.0,1,0,0,1
260334.0,1,0,0,1
260335.0,1,0,0,1
260336.0,1,0,0,1
260337.0,1,0,0,1
260338.0,1,0,0,1
260339.0,1,0,0,1
260340.0,1,0,0,1
260341.0,1,0,0,1
260342.0,1,0,0,1
260343.0,1,0,0,1
260344.0,1,0,0,1
260345.0,1,0,0,1
260346.0,1,0,0,1
260347.0,1,0,0,1
260348.0,1,0,0,1
260349.0,1,0,0,1
260350.0,1,0,0,1
260351.0,1,0,0,1
260352.0,1,0,0,1
260353.0,1,0,0,1
260354.0,1,0,0,1
260355.0,1,0,0,1
260356.0,1,0,0,1
260357.0,1,0,0,1
260358.0,1,0,0,1
260359.0,1,0,0,1
260360.0,1,0,0,1
260361.0,1,0,0,1
260362.0,1,0,0,1
260363.0,1,0,0,1
260364.0,1,0,0,1
260365.0,1,0,0,1
260366.0,1,0,0,1
260367.0,1,0,0,1
260368.0,1,0,0,1
260369.0,1,0,0,1
260370.0,1,0,0,1
260371.0,1,0,0,1
260372.0,1,0,0,1
260373.0,1,0,0,1
260374.0,1,0,0,1
260375.0,1,0,0,1
260376.0,1,0,0,1
260377.0,1,0,0,1
260378.0,1,0,0,1
260379.0,1,0,0,1
260380.0,1,0,0,1
260381.0,1,0,0,1
260382.0,1,0,0,1
260383.0,1,0,0,1
260384.0,1,0,0,1
260385.0,1,0,0,1
260386.0,1,0,0,1
260387.0,1,0,0,1
260388.0,1,0,0,1
260389.0,1,0,0,1
260390.0,1,0,0,1
260391.0,1,0,0,1
260392.0,1,0,0,1
260393.0,1,0,0,1
260394.0,1,0,0,1
260395.0,1,0,0,1
260396.0,1,0,0,1
260397.0,1,0,0,1
260398.0,1,0,0,1
260399.0,1,0,0,1
260400.0,1,0,0,1
260401.0,1,0,0,1
260402.0,1,0,0,1
260403.0,1,0,0,1
260404.0,1,0,0,1
260405.0,1,0,0,1
260406.0,1,0,0,1
260407.0,1,0,0,1
260408.0,1,0,0,1
260409.0,1,0,0,1
260410.0,1,0,0,1
260411.0,1,0,0,1
260412.0,1,0,0,1
260413.0,1,0,0,1
260414.0,1,0,0,1
260415.0,1,0,0,1
260416.0,1,0,0,1
260417.0,1,0,0,1
260418.0,1,0,0,1
260419.0,1,0,0,1
260420.0,1,0,0,1
260421.0,1,0,0,1
260422.0,1,0,0,1
260423.0,1,0,0,1
260424.0,1,0,0,1
260425.0,1,0,0,1
260426.0,1,0,0,1
260427.0,1,0,0,1
260428.0,1,0,0,1
260429.0,1,0,0,1
260430.0,1,0,0,1
260431.0,1,0,0,1
260432.0,1,0,0,1
260433.0,1,0,0,1
260434.0,1,0,0,1
260435.0,1,0,0,1
260436.0,1,0,0,1
260437.0,1,0,0,1
260438.0,1,0,0,1
260439.0,1,0,0,1
260440.0,1,0,0,1
260441.0,1,0,0,1
260442.0,1,0,0,1
260443.0,1,0,0,1
260444.0,1,0,0,1
260445.0,1,0,0,1
260446.0,1,0,0,1
260447.0,1,0,0,1
260448.0,1,0,0,1
260449.0,1,0,0,1
260450.0,1,0,0,1
260451.0,1,0,0,1
260452.0,1,0,0,1
260453.0,1,0,0,1
260454.0,1,0,0,1
260455.0,1,0,0,1
260456.0,1,0,0,1
260457.0,1,0,0,1
260458.0,1,0,0,1
260459.0,1,0,0,1
260460.0,1,0,0,1
260461.0,1,0,0,1
260462.0,1,0,0,1
260463.0,1,0,0,1
260464.0,1,0,0,1
260465.0,1,0,0,1
260466.0,1,0,0,1
260467.0,1,0,0,1
260468.0,1,0,0,1
260469.0,1,0,0,1
260470.0,1,0,0,1
260471.0,1,0,0,1
260472.0,1,0,0,1
260473.0,1,0,0,1
260474.0,1,0,0,1
260475.0,1,0,0,1
260476.0,1,0,0,1
260477.0,1,0,0,1
260478.0,1,0,0,1
260479.0,1,0,0,1
260480.0,1,0,0,1
260481.0,1,0,0,1
260482.0,1,0,0,1
260483.0,1,0,0,1
260484.0,1,0,0,1
260485.0,1,0,0,1
260486.0,1,0,0,1
260487.0,1,0,0,1
260488.0,1,0,0,1
260489.0,1,0,0,1
